Stock Index,Stock Price
AD2268,871.41156
AD2269,191.23538
AD2270,671.8858
AD2271,733.5728
AD2272,723.0437
AD2273,699.3589
AD2274,206.07454
AD2275,110.768684
AD2276,695.8562
AD2277,520.9888
AD2278,447.58047
AD2279,1878.136
AD2280,896.7757
AD2281,189.71913
AD2282,1566.0688
AD2283,98.42222
AD2284,405.33295
AD2285,457.58585
AD2286,938.1677
AD2287,569.14465
AD2288,499.21384
AD2289,933.0804
AD2290,522.0637
AD2291,240.19556
AD2292,953.0226
AD2293,297.65277
AD2294,683.4478
AD2295,217.18466
AD2296,108.97799
AD2297,837.4094
AD2298,141.3518
AD2299,1266.1084
AD2300,907.2979
AD2301,284.50684
AD2302,294.90518
AD2303,502.42075
AD2304,1050.1863
AD2305,1003.18054
AD2306,559.1252
AD2307,1426.9081
AD2308,282.60712
AD2309,289.21066
AD2310,1256.142
AD2311,920.77515
AD2312,470.24353
AD2313,371.8474
AD2314,790.83887
AD2315,773.53314
AD2316,1138.3398
AD2317,576.6087
AD2318,109.332245
AD2319,491.7061
AD2320,912.3317
AD2321,779.3584
AD2322,459.2918
AD2323,238.41595
AD2324,206.21979
AD2325,255.5142
AD2326,895.4045
AD2327,426.95496
AD2328,447.26816
AD2329,442.17682
AD2330,132.05574
AD2331,146.78098
AD2332,370.01834
AD2333,189.33427
AD2334,36.651573
AD2335,171.61665
AD2336,1248.7251
AD2337,100.14889
AD2338,143.0852
AD2339,910.0344
AD2340,135.01704
AD2341,442.1704
AD2342,540.583
AD2343,1435.4215
AD2344,305.80264
AD2345,995.0579
AD2346,263.1907
AD2347,424.20724
AD2348,148.64946
AD2349,577.85944
AD2350,1133.0806
AD2351,648.5474
AD2352,1368.9746
AD2353,78.77418
AD2354,152.13358
AD2355,-19.175636
AD2356,631.0189
AD2357,126.90015
AD2358,167.92047
AD2359,608.82495
AD2360,1189.977
AD2361,180.10086
AD2362,517.85986
AD2363,397.24182
AD2364,43.519867
AD2365,156.71194
AD2366,232.81108
AD2367,743.96686
AD2368,91.09604
AD2369,285.95782
AD2370,125.859764
AD2371,132.45442
AD2372,947.81274
AD2373,63.641544
AD2374,310.88297
AD2375,212.79605
AD2376,496.4176
AD2377,826.07904
AD2378,321.74484
AD2379,-7.0447955
AD2380,329.70065
AD2381,232.41107
AD2382,-53.65944
AD2383,284.61795
AD2384,607.32794
AD2385,640.8918
AD2386,566.4581
AD2387,515.4369
AD2388,673.8398
AD2389,211.66966
AD2390,672.03784
AD2391,1289.9198
AD2392,183.74219
AD2393,465.97348
AD2394,465.3489
AD2395,680.0961
AD2396,349.8049
AD2397,642.4722
AD2398,556.52344
AD2399,403.75732
AD2400,816.78156
AD2401,452.64218
AD2402,625.3057
AD2403,669.6342
AD2404,901.9589
AD2405,584.7714
AD2406,474.5791
AD2407,391.63376
AD2408,645.8986
AD2409,661.43945
AD2410,485.33286
AD2411,320.5028
AD2412,626.9189
AD2413,359.28687
AD2414,1661.3458
AD2415,703.5963
AD2416,316.90353
AD2417,523.1669
AD2418,973.9885
AD2419,586.68475
AD2420,658.6179
AD2421,1007.48004
AD2422,381.34915
AD2423,431.28867
AD2424,445.12567
AD2425,171.05391
AD2426,708.84143
AD2427,239.10385
AD2428,795.06445
AD2429,413.7971
AD2430,461.0862
AD2431,993.9882
AD2432,665.52875
AD2433,46.03269
AD2434,968.07495
AD2435,1690.23
AD2436,573.2678
AD2437,1219.7092
AD2438,237.39044
AD2439,118.64211
AD2440,442.3402
AD2441,1238.3285
AD2442,294.84262
AD2443,116.0492
AD2444,519.5075
AD2445,188.18056
AD2446,157.20378
AD2447,785.3735
AD2448,556.38025
AD2449,795.8885
AD2450,727.7626
AD2451,370.84015
AD2452,1491.89
AD2453,794.9371
AD2454,229.01625
AD2455,146.14616
AD2456,231.97981
AD2457,617.30444
AD2458,1154.3883
AD2459,319.17282
AD2460,95.5722
AD2461,204.20792
AD2462,310.85065
AD2463,650.2072
AD2464,165.23204
AD2465,330.48257
AD2466,339.00082
AD2467,1504.5354
AD2468,546.9193
AD2469,887.8049
AD2470,627.07806
AD2471,202.78174
AD2472,139.06711
AD2473,675.1408
AD2474,75.89697
AD2475,341.37436
AD2476,868.7393
AD2477,412.6845
AD2478,66.1336
AD2479,393.17004
AD2480,187.40256
AD2481,642.8862
AD2482,219.67902
AD2483,767.13403
AD2484,65.956436
AD2485,780.631
AD2486,1602.0872
AD2487,977.30365
AD2488,104.77583
AD2489,1650.0292
AD2490,1428.7086
AD2491,1023.86694
AD2492,567.3594
AD2493,139.50919
AD2494,-8.28007
AD2495,387.8518
AD2496,480.79758
AD2497,659.7898
AD2498,258.13293
AD2499,548.1856
AD2500,188.47963
AD2501,646.2957
AD2502,692.33044
AD2503,988.0949
AD2504,1239.0934
AD2505,196.8642
AD2506,684.79675
AD2507,400.68982
AD2508,970.3462
AD2509,130.66548
AD2510,463.22256
AD2511,458.56317
AD2512,556.0108
AD2513,332.80478
AD2514,188.97421
AD2515,244.65108
AD2516,902.7026
AD2517,284.6388
AD2518,761.8301
AD2519,307.09857
AD2520,700.88043
AD2521,155.27116
AD2522,1130.8718
AD2523,1596.9567
AD2524,147.68808
AD2525,1284.4415
AD2526,1564.4478
AD2527,1146.9736
AD2528,651.62604
AD2529,421.74362
AD2530,360.57043
AD2531,380.60837
AD2532,558.256
AD2533,764.5779
AD2534,896.6974
AD2535,145.40402
AD2536,366.0769
AD2537,1034.3416
AD2538,184.14966
AD2539,48.59616
AD2540,1201.1615
AD2541,158.95755
AD2542,1088.4388
AD2543,336.92944
AD2544,1162.173
AD2545,37.524494
AD2546,953.6319
AD2547,884.5725
AD2548,782.21313
AD2549,639.46533
AD2550,427.0721
AD2551,483.0146
AD2552,617.7894
AD2553,138.61774
AD2554,535.95917
AD2555,191.81964
AD2556,120.36278
AD2557,1200.8965
AD2558,584.97797
AD2559,468.7138
AD2560,1315.869
AD2561,1526.1685
AD2562,910.4711
AD2563,892.98785
AD2564,374.24008
AD2565,1323.9114
AD2566,398.04404
AD2567,1443.085
AD2568,1438.1484
AD2569,245.41747
AD2570,479.27643
AD2571,419.80414
AD2572,607.1194
AD2573,-23.003843
AD2574,220.49248
AD2575,419.89328
AD2576,210.12454
AD2577,928.331
AD2578,630.8275
AD2579,184.20561
AD2580,476.8395
AD2581,247.67601
AD2582,1104.6119
AD2583,934.47516
AD2584,314.092
AD2585,347.92035
AD2586,470.35318
AD2587,24.159948
AD2588,897.67584
AD2589,575.95416
AD2590,677.205
AD2591,587.69037
AD2592,150.03554
AD2593,44.725475
AD2594,752.69525
AD2595,741.32294
AD2596,272.19522
AD2597,267.00867
AD2598,1627.3838
AD2599,718.83057
AD2600,612.5262
AD2601,125.14606
AD2602,356.66492
AD2603,211.23074
AD2604,1000.1516
AD2605,547.3922
AD2606,363.1193
AD2607,667.4814
AD2608,335.4882
AD2609,289.43933
AD2610,1614.822
AD2611,727.53064
AD2612,234.31436
AD2613,491.47754
AD2614,239.29912
AD2615,-34.773365
AD2616,214.13792
AD2617,449.59406
AD2618,417.43668
AD2619,341.4793
AD2620,213.29008
AD2621,937.1363
AD2622,352.24646
AD2623,991.76587
AD2624,1101.9116
AD2625,1776.2833
AD2626,771.7229
AD2627,793.0948
AD2628,182.3943
AD2629,1349.8506
AD2630,484.43524
AD2631,675.171
AD2632,216.78668
AD2633,634.7501
AD2634,563.14874
AD2635,164.97089
AD2636,861.48865
AD2637,846.32416
AD2638,95.32589
AD2639,144.78511
AD2640,1261.1201
AD2641,1032.11
AD2642,1069.6627
AD2643,-34.56485
AD2644,182.86008
AD2645,1590.0681
AD2646,754.199
AD2647,669.0718
AD2648,118.6686
AD2649,1100.1396
AD2650,1278.4696
AD2651,846.86176
AD2652,271.23584
AD2653,1023.9798
AD2654,1578.2231
AD2655,148.45007
AD2656,545.4125
AD2657,250.05417
AD2658,856.2049
AD2659,879.71124
AD2660,267.85794
AD2661,622.53485
AD2662,1259.4089
AD2663,1315.6195
AD2664,411.52142
AD2665,96.928444
AD2666,690.5268
AD2667,764.72766
AD2668,1593.254
AD2669,209.28568
AD2670,147.00041
AD2671,444.8224
AD2672,998.7123
AD2673,164.21556
AD2674,387.2346
AD2675,468.5138
AD2676,59.884727
AD2677,755.71735
AD2678,155.24118
AD2679,1192.5491
AD2680,665.25134
AD2681,1111.3816
AD2682,318.79968
AD2683,365.137
AD2684,168.93338
AD2685,163.5992
AD2686,664.9696
AD2687,953.7263
AD2688,1055.44
AD2689,794.244
AD2690,234.6129
AD2691,551.0271
AD2692,193.20023
AD2693,422.05194
AD2694,1454.7683
AD2695,235.55684
AD2696,145.11247
AD2697,447.6027
AD2698,311.18625
AD2699,64.445816
AD2700,407.1424
AD2701,134.30821
AD2702,548.05054
AD2703,61.90649
AD2704,608.3271
AD2705,1179.6366
AD2706,319.78452
AD2707,204.4529
AD2708,58.552204
AD2709,1137.1097
AD2710,1540.8756
AD2711,353.25977
AD2712,800.98224
AD2713,1344.2429
AD2714,325.6076
AD2715,223.57436
AD2716,518.8042
AD2717,1095.4862
AD2718,300.77728
AD2719,205.92525
AD2720,1169.4766
AD2721,596.3605
AD2722,285.56342
AD2723,22.79743
AD2724,152.63066
AD2725,474.90634
AD2726,481.0378
AD2727,181.3247
AD2728,189.99695
AD2729,317.52264
AD2730,1233.7278
AD2731,292.94427
AD2732,46.456554
AD2733,1135.0579
AD2734,157.67982
AD2735,473.98743
AD2736,387.5796
AD2737,362.85507
AD2738,1283.7205
